date,atm_id,area,latitude,longitude,weather,major_event,twenty_dollar_bills_withdrawn,fifty_dollar_bills_withdrawn,hundred_dollar_bills_withdrawn
2024-01-08,LM-ATM-006,Tribeca,40.7163,-74.0086,cloudy,None,61,23,13
2024-01-08,LM-ATM-007,City Hall,40.7128,-74.0059,cloudy,None,68,29,15
2024-01-08,LM-ATM-008,Chinatown,40.7158,-73.9973,cloudy,None,56,26,16
2024-01-08,LM-ATM-009,Little Italy,40.7191,-73.9973,cloudy,None,62,39,23
2024-01-08,LM-ATM-010,SoHo Broadway,40.7233,-74.002,cloudy,None,58,43,25
2024-01-08,LM-ATM-011,NoLiTa,40.7228,-73.9973,cloudy,None,49,37,19
2024-01-08,LM-ATM-012,Canal Street,40.719,-74.002,cloudy,None,60,35,22
2024-01-08,LM-ATM-013,World Trade Center,40.7116,-74.013,cloudy,None,94,30,19
2024-01-08,LM-ATM-014,Brookfield Place,40.7127,-74.0155,cloudy,None,105,40,23
2024-01-08,LM-ATM-015,Bowling Green,40.7047,-74.0141,cloudy,None,57,25,14
2024-01-08,LM-ATM-016,Staten Ferry Terminal,40.7013,-74.0132,cloudy,None,43,30,20
2024-01-08,LM-ATM-017,Essex Market,40.7193,-73.9874,cloudy,None,41,21,10
2024-01-08,LM-ATM-018,Houston Street,40.7282,-74.005,cloudy,None,58,32,18
2024-01-08,LM-ATM-019,Delancey Street,40.7188,-73.9885,cloudy,None,66,33,19
2024-01-08,LM-ATM-020,Pier 17,40.7058,-74.0027,cloudy,None,49,45,28
2024-01-09,LM-ATM-001,Battery Park,40.7033,-74.017,snow,None,26,18,9
2024-01-09,LM-ATM-002,Wall Street,40.7074,-74.0113,snow,None,72,21,9
2024-01-09,LM-ATM-003,Broad Street,40.7069,-74.0113,snow,None,60,20,10
2024-01-09,LM-ATM-004,Fulton Center,40.7103,-74.0076,snow,None,74,37,21
2024-01-09,LM-ATM-005,South Street Seaport,40.7069,-74.003,snow,None,36,26,17
2024-01-09,LM-ATM-006,Tribeca,40.7163,-74.0086,snow,None,49,16,11
2024-01-09,LM-ATM-007,City Hall,40.7128,-74.0059,snow,None,51,24,11
2024-01-09,LM-ATM-008,Chinatown,40.7158,-73.9973,snow,None,48,29,14
2024-01-09,LM-ATM-009,Little Italy,40.7191,-73.9973,snow,None,49,35,22
2024-01-09,LM-ATM-010,SoHo Broadway,40.7233,-74.002,snow,None,42,33,22
2024-01-09,LM-ATM-011,NoLiTa,40.7228,-73.9973,snow,None,34,21,13
2024-01-09,LM-ATM-012,Canal Street,40.719,-74.002,snow,None,55,31,18
2024-01-09,LM-ATM-013,World Trade Center,40.7116,-74.013,snow,None,74,28,17
2024-01-09,LM-ATM-014,Brookfield Place,40.7127,-74.0155,snow,None,49,18,12
2024-01-09,LM-ATM-015,Bowling Green,40.7047,-74.0141,snow,None,54,26,14
2024-01-09,LM-ATM-016,Staten Ferry Terminal,40.7013,-74.0132,snow,None,29,19,12
2024-01-09,LM-ATM-017,Essex Market,40.7193,-73.9874,snow,None,43,23,14
2024-01-09,LM-ATM-018,Houston Street,40.7282,-74.005,snow,None,56,37,20
2024-01-09,LM-ATM-019,Delancey Street,40.7188,-73.9885,snow,None,36,23,12
2024-01-09,LM-ATM-020,Pier 17,40.7058,-74.0027,snow,None,41,35,21
2024-01-10,LM-ATM-001,Battery Park,40.7033,-74.017,clear,None,52,35,18
2024-01-10,LM-ATM-002,Wall Street,40.7074,-74.0113,clear,None,112,21,11
2024-01-10,LM-ATM-003,Broad Street,40.7069,-74.0113,clear,None,87,23,13
2024-01-10,LM-ATM-004,Fulton Center,40.7103,-74.0076,clear,None,116,45,23
2024-01-10,LM-ATM-005,South Street Seaport,40.7069,-74.003,clear,None,78,51,32
2024-01-10,LM-ATM-006,Tribeca,40.7163,-74.0086,clear,None,63,22,10
2024-01-10,LM-ATM-007,City Hall,40.7128,-74.0059,clear,None,80,23,14
2024-01-10,LM-ATM-008,Chinatown,40.7158,-73.9973,clear,None,66,30,17
2024-01-10,LM-ATM-009,Little Italy,40.7191,-73.9973,clear,None,49,27,18
2024-01-10,LM-ATM-010,SoHo Broadway,40.7233,-74.002,clear,None,70,46,31
2024-01-10,LM-ATM-011,NoLiTa,40.7228,-73.9973,clear,None,51,33,20
2024-01-10,LM-ATM-012,Canal Street,40.719,-74.002,clear,None,64,31,21
2024-01-10,LM-ATM-013,World Trade Center,40.7116,-74.013,clear,None,101,38,20
2024-01-10,LM-ATM-014,Brookfield Place,40.7127,-74.0155,clear,None,88,35,18
2024-01-10,LM-ATM-015,Bowling Green,40.7047,-74.0141,clear,None,86,39,22
2024-01-10,LM-ATM-016,Staten Ferry Terminal,40.7013,-74.0132,clear,None,61,40,23
2024-01-10,LM-ATM-017,Essex Market,40.7193,-73.9874,clear,None,64,36,19
2024-01-10,LM-ATM-018,Houston Street,40.7282,-74.005,clear,None,68,35,20
2024-01-10,LM-ATM-019,Delancey Street,40.7188,-73.9885,clear,None,60,28,16
2024-01-10,LM-ATM-020,Pier 17,40.7058,-74.0027,clear,None,61,48,32
2024-01-11,LM-ATM-001,Battery Park,40.7033,-74.017,cloudy,None,71,40,27
2024-01-11,LM-ATM-002,Wall Street,40.7074,-74.0113,cloudy,None,91,25,8
2024-01-11,LM-ATM-003,Broad Street,40.7069,-74.0113,cloudy,None,105,27,14
2024-01-11,LM-ATM-004,Fulton Center,40.7103,-74.0076,cloudy,None,92,39,22
2024-01-11,LM-ATM-005,South Street Seaport,40.7069,-74.003,cloudy,None,58,37,23
2024-01-11,LM-ATM-006,Tribeca,40.7163,-74.0086,cloudy,None,65,25,12
2024-01-11,LM-ATM-007,City Hall,40.7128,-74.0059,cloudy,None,75,26,12
2024-01-11,LM-ATM-008,Chinatown,40.7158,-73.9973,cloudy,None,79,41,21
2024-01-11,LM-ATM-009,Little Italy,40.7191,-73.9973,cloudy,None,43,28,16
2024-01-11,LM-ATM-010,SoHo Broadway,40.7233,-74.002,cloudy,None,57,38,23
2024-01-11,LM-ATM-011,NoLiTa,40.7228,-73.9973,cloudy,None,58,34,19
2024-01-11,LM-ATM-012,Canal Street,40.719,-74.002,cloudy,None,81,44,26
2024-01-11,LM-ATM-013,World Trade Center,40.7116,-74.013,cloudy,None,94,37,21
2024-01-11,LM-ATM-014,Brookfield Place,40.7127,-74.0155,cloudy,None,93,37,21
2024-01-11,LM-ATM-015,Bowling Green,40.7047,-74.0141,cloudy,None,85,31,18
2024-01-11,LM-ATM-016,Staten Ferry Terminal,40.7013,-74.0132,cloudy,None,57,38,25
2024-01-11,LM-ATM-017,Essex Market,40.7193,-73.9874,cloudy,None,62,29,18
2024-01-11,LM-ATM-018,Houston Street,40.7282,-74.005,cloudy,None,68,36,21
2024-01-11,LM-ATM-019,Delancey Street,40.7188,-73.9885,cloudy,None,49,26,16
2024-01-11,LM-ATM-020,Pier 17,40.7058,-74.0027,cloudy,None,46,36,23
2024-01-12,LM-ATM-001,Battery Park,40.7033,-74.017,clear,None,52,28,18
2024-01-12,LM-ATM-002,Wall Street,40.7074,-74.0113,clear,None,116,32,13
2024-01-12,LM-ATM-003,Broad Street,40.7069,-74.0113,clear,None,97,24,12
2024-01-12,LM-ATM-004,Fulton Center,40.7103,-74.0076,clear,None,118,45,26
2024-01-12,LM-ATM-005,South Street Seaport,40.7069,-74.003,clear,None,67,44,28
2024-01-12,LM-ATM-006,Tribeca,40.7163,-74.0086,clear,None,72,28,16
2024-01-12,LM-ATM-007,City Hall,40.7128,-74.0059,clear,None,78,32,18
2024-01-12,LM-ATM-008,Chinatown,40.7158,-73.9973,clear,None,81,41,25
2024-01-12,LM-ATM-009,Little Italy,40.7191,-73.9973,clear,None,60,32,20
2024-01-12,LM-ATM-010,SoHo Broadway,40.7233,-74.002,clear,None,70,51,35
2024-01-12,LM-ATM-011,NoLiTa,40.7228,-73.9973,clear,None,49,29,17
2024-01-12,LM-ATM-012,Canal Street,40.719,-74.002,clear,None,83,49,27
2024-01-12,LM-ATM-013,World Trade Center,40.7116,-74.013,clear,None,85,30,20
2024-01-12,LM-ATM-014,Brookfield Place,40.7127,-74.0155,clear,None,101,33,20
2024-01-12,LM-ATM-015,Bowling Green,40.7047,-74.0141,clear,None,58,26,14
2024-01-12,LM-ATM-016,Staten Ferry Terminal,40.7013,-74.0132,clear,None,67,39,27
2024-01-12,LM-ATM-017,Essex Market,40.7193,-73.9874,clear,None,53,25,16
2024-01-12,LM-ATM-018,Houston Street,40.7282,-74.005,clear,None,64,37,22
2024-01-12,LM-ATM-019,Delancey Street,40.7188,-73.9885,clear,None,64,34,19
2024-01-12,LM-ATM-020,Pier 17,40.7058,-74.0027,clear,None,63,39,27
2024-01-13,LM-ATM-001,Battery Park,40.7033,-74.017,rain,None,44,34,18
2024-01-13,LM-ATM-002,Wall Street,40.7074,-74.0113,rain,None,72,23,10
2024-01-13,LM-ATM-003,Broad Street,40.7069,-74.0113,rain,None,70,27,10
2024-01-13,LM-ATM-004,Fulton Center,40.7103,-74.0076,rain,None,61,34,17
2024-01-13,LM-ATM-005,South Street Seaport,40.7069,-74.003,rain,None,42,35,20
2024-01-13,LM-ATM-006,Tribeca,40.7163,-74.0086,rain,None,47,24,12
2024-01-13,LM-ATM-007,City Hall,40.7128,-74.0059,rain,None,62,23,15
2024-01-13,LM-ATM-008,Chinatown,40.7158,-73.9973,rain,None,59,32,18
2024-01-13,LM-ATM-009,Little Italy,40.7191,-73.9973,rain,None,50,35,22
2024-01-13,LM-ATM-010,SoHo Broadway,40.7233,-74.002,rain,None,39,33,21
2024-01-13,LM-ATM-011,NoLiTa,40.7228,-73.9973,rain,None,44,29,16
2024-01-13,LM-ATM-012,Canal Street,40.719,-74.002,rain,None,53,32,19
2024-01-13,LM-ATM-013,World Trade Center,40.7116,-74.013,rain,None,66,30,14
2024-01-13,LM-ATM-014,Brookfield Place,40.7127,-74.0155,rain,None,69,24,15
2024-01-13,LM-ATM-015,Bowling Green,40.7047,-74.0141,rain,None,47,27,12
2024-01-13,LM-ATM-016,Staten Ferry Terminal,40.7013,-74.0132,rain,None,46,34,20
2024-01-13,LM-ATM-017,Essex Market,40.7193,-73.9874,rain,None,47,26,14
2024-01-13,LM-ATM-018,Houston Street,40.7282,-74.005,rain,None,58,30,22
2024-01-13,LM-ATM-019,Delancey Street,40.7188,-73.9885,rain,None,55,38,20
2024-01-13,LM-ATM-020,Pier 17,40.7058,-74.0027,rain,None,47,43,26
2024-01-14,LM-ATM-001,Battery Park,40.7033,-74.017,clear,None,65,44,28
2024-01-14,LM-ATM-002,Wall Street,40.7074,-74.0113,clear,None,94,24,12
2024-01-14,LM-ATM-003,Broad Street,40.7069,-74.0113,clear,None,78,25,12
2024-01-14,LM-ATM-004,Fulton Center,40.7103,-74.0076,clear,None,79,33,19
2024-01-14,LM-ATM-005,South Street Seaport,40.7069,-74.003,clear,None,56,45,25
2024-01-14,LM-ATM-006,Tribeca,40.7163,-74.0086,clear,None,59,24,13
2024-01-14,LM-ATM-007,City Hall,40.7128,-74.0059,clear,None,64,29,14
2024-01-14,LM-ATM-008,Chinatown,40.7158,-73.9973,clear,None,50,31,17
2024-01-14,LM-ATM-009,Little Italy,40.7191,-73.9973,clear,None,47,37,23
2024-01-14,LM-ATM-010,SoHo Broadway,40.7233,-74.002,clear,None,76,60,40
2024-01-14,LM-ATM-011,NoLiTa,40.7228,-73.9973,clear,None,49,39,23
2024-01-14,LM-ATM-012,Canal Street,40.719,-74.002,clear,None,77,54,29
2024-01-14,LM-ATM-013,World Trade Center,40.7116,-74.013,clear,None,92,39,23
2024-01-14,LM-ATM-014,Brookfield Place,40.7127,-74.0155,clear,None,83,34,19
2024-01-14,LM-ATM-015,Bowling Green,40.7047,-74.0141,clear,None,66,32,18
2024-01-14,LM-ATM-016,Staten Ferry Terminal,40.7013,-74.0132,clear,None,63,47,30
2024-01-14,LM-ATM-017,Essex Market,40.7193,-73.9874,clear,None,55,35,17
2024-01-14,LM-ATM-018,Houston Street,40.7282,-74.005,clear,None,63,37,22
2024-01-14,LM-ATM-019,Delancey Street,40.7188,-73.9885,clear,None,57,38,21
2024-01-14,LM-ATM-020,Pier 17,40.7058,-74.0027,clear,None,52,45,28
2024-01-15,LM-ATM-001,Battery Park,40.7033,-74.017,cloudy,None,49,31,19
2024-01-15,LM-ATM-002,Wall Street,40.7074,-74.0113,cloudy,None,110,27,15
2024-01-15,LM-ATM-003,Broad Street,40.7069,-74.0113,cloudy,None,88,23,12
2024-01-15,LM-ATM-004,Fulton Center,40.7103,-74.0076,cloudy,None,94,46,23
2024-01-15,LM-ATM-005,South Street Seaport,40.7069,-74.003,cloudy,None,51,34,22
2024-01-15,LM-ATM-006,Tribeca,40.7163,-74.0086,cloudy,None,58,24,13
2024-01-15,LM-ATM-007,City Hall,40.7128,-74.0059,cloudy,None,68,29,14
2024-01-15,LM-ATM-008,Chinatown,40.7158,-73.9973,cloudy,None,80,42,20
2024-01-15,LM-ATM-009,Little Italy,40.7191,-73.9973,cloudy,None,56,33,22
2024-01-15,LM-ATM-010,SoHo Broadway,40.7233,-74.002,cloudy,None,52,37,22
2024-01-15,LM-ATM-011,NoLiTa,40.7228,-73.9973,cloudy,None,36,23,13
2024-01-15,LM-ATM-012,Canal Street,40.719,-74.002,cloudy,None,77,36,24
2024-01-15,LM-ATM-013,World Trade Center,40.7116,-74.013,cloudy,None,101,33,18
2024-01-15,LM-ATM-014,Brookfield Place,40.7127,-74.0155,cloudy,None,91,28,18
2024-01-15,LM-ATM-015,Bowling Green,40.7047,-74.0141,cloudy,None,70,24,15
2024-01-15,LM-ATM-016,Staten Ferry Terminal,40.7013,-74.0132,cloudy,None,61,40,21
2024-01-15,LM-ATM-017,Essex Market,40.7193,-73.9874,cloudy,None,50,26,14
2024-01-15,LM-ATM-018,Houston Street,40.7282,-74.005,cloudy,None,58,32,20
2024-01-15,LM-ATM-019,Delancey Street,40.7188,-73.9885,cloudy,None,59,34,19
2024-01-15,LM-ATM-020,Pier 17,40.7058,-74.0027,cloudy,None,61,44,30
2024-01-16,LM-ATM-001,Battery Park,40.7033,-74.017,rain,None,52,32,20
2024-01-16,LM-ATM-002,Wall Street,40.7074,-74.0113,rain,None,83,19,9
2024-01-16,LM-ATM-003,Broad Street,40.7069,-74.0113,rain,None,74,22,10
2024-01-16,LM-ATM-004,Fulton Center,40.7103,-74.0076,rain,None,74,24,19
2024-01-16,LM-ATM-005,South Street Seaport,40.7069,-74.003,rain,None,56,40,25
